"id","title","production_countries"
161795,"Déjà Vu","United States of America"
159824,"Hotel Transylvania 2","United States of America"
49948,"Fantasia 2000","United States of America"
2135,"The Time Machine","United States of America"
9822,"Mighty Joe Young","United States of America"
9705,"Swordfish","Australia"
9705,"Swordfish","United States of America"
1656,"The Legend of Zorro","Mexico"
1656,"The Legend of Zorro","United States of America"
12159,"What Dreams May Come","New Zealand"
12159,"What Dreams May Come","United States of America"
9678,"Little Nicky","United States of America"
4442,"The Brothers Grimm","Czech Republic"
4442,"The Brothers Grimm","United Kingdom"
4442,"The Brothers Grimm","United States of America"
75,"Mars Attacks!","United States of America"
330770,"Evolution","Belgium"
330770,"Evolution","France"
330770,"Evolution","Spain"
9433,"The Edge","United States of America"
19959,"Surrogates","United States of America"
11973,"Thirteen Days","United States of America"
11228,"Daylight","United States of America"
77951,"Walking With Dinosaurs","Australia"
77951,"Walking With Dinosaurs","India"
77951,"Walking With Dinosaurs","United Kingdom"
77951,"Walking With Dinosaurs","United States of America"
5491,"Battlefield Earth","United States of America"
10715,"Looney Tunes: Back in Action","Germany"
10715,"Looney Tunes: Back in Action","United States of America"
10197,"Nine","Italy"
10197,"Nine","United States of America"
9562,"Timeline","United States of America"
9922,"The Postman","United States of America"
9447,"Babe: Pig in the City","Australia"
274854,"The Last Witch Hunter","United States of America"
8870,"Red Planet","Australia"
8870,"Red Planet","United States of America"
9992,"Arthur and the Invisibles","France"
36970,"Oceans","France"
36970,"Oceans","Monaco"
36970,"Oceans","Spain"
36970,"Oceans","Switzerland"
10077,"A Sound of Thunder","Czech Republic"
10077,"A Sound of Thunder","Germany"
10077,"A Sound of Thunder","United Kingdom"
10077,"A Sound of Thunder","United States of America"
76649,"Pompeii","Canada"
76649,"Pompeii","Germany"
76649,"Pompeii","United States of America"
293644,"Top Cat Begins","India"
293644,"Top Cat Begins","Mexico"
453,"A Beautiful Mind","United States of America"
8587,"The Lion King","United States of America"
72545,"Journey 2: The Mysterious Island","United States of America"
109451,"Cloudy with a Chance of Meatballs 2","United States of America"
9533,"Red Dragon","Germany"
9533,"Red Dragon","United States of America"
2023,"Hidalgo","United States of America"
2023,"Hidalgo","Morocco"
71880,"Jack and Jill","United States of America"
584,"2 Fast 2 Furious","United States of America"
309809,"The Little Prince","France"
4858,"The Invasion","United States of America"
4858,"The Invasion","Australia"
17711,"The Adventures of Rocky & Bullwinkle","Germany"
17711,"The Adventures of Rocky & Bullwinkle","United States of America"
328111,"The Secret Life of Pets","United States of America"
8698,"The League of Extraordinary Gentlemen","Czech Republic"
8698,"The League of Extraordinary Gentlemen","Germany"
8698,"The League of Extraordinary Gentlemen","United Kingdom"
8698,"The League of Extraordinary Gentlemen","United States of America"
93456,"Despicable Me 2","United States of America"
602,"Independence Day","United States of America"
330,"The Lost World: Jurassic Park","United States of America"
953,"Madagascar","United States of America"
9693,"Children of Men","United Kingdom"
9693,"Children of Men","United States of America"
36657,"X-Men","United States of America"
8909,"Wanted","Germany"
8909,"Wanted","United States of America"
9802,"The Rock","United States of America"
950,"Ice Age: The Meltdown","United States of America"
1824,"50 First Dates","United States of America"
2976,"Hairspray","United Kingdom"
2976,"Hairspray","United States of America"
11026,"Exorcist: The Beginning","United States of America"
332,"Inspector Gadget","United States of America"
75656,"Now You See Me","United States of America"
75656,"Now You See Me","France"
38365,"Grown Ups","United States of America"
594,"The Terminal","United States of America"
15189,"Hotel for Dogs","United States of America"
11678,"Vertical Limit","New Zealand"
11678,"Vertical Limit","Pakistan"
11678,"Vertical Limit","United States of America"
6538,"Charlie Wilson's War","United States of America"
10555,"Shark Tale","United States of America"
1125,"Dreamgirls","United States of America"
4551,"Be Cool","United States of America"
612,"Munich","Canada"
612,"Munich","United States of America"
612,"Munich","France"
9567,"Tears of the Sun","United States of America"
37821,"Killers","United States of America"
203801,"The Man from U.N.C.L.E.","United States of America"
2539,"Spanglish","United States of America"
9297,"Monster House","United States of America"
3172,"Bandits","United States of America"
6520,"First Knight","United States of America"
1439,"Anna and the King","Malaysia"
1439,"Anna and the King","United States of America"
37958,"Immortals","United States of America"
2026,"Hostage","Germany"
2026,"Hostage","United States of America"
7450,"Titan A.E.","United States of America"
11375,"Hollywood Homicide","United States of America"
9425,"Soldier","United States of America"
25769,"Carriers","United States of America"
23685,"Monkeybone","United States of America"
11866,"Flight of the Phoenix","United States of America"
9741,"Unbreakable","United States of America"
211672,"Minions","United States of America"
23629,"Sucker Punch","United States of America"
8688,"Snake Eyes","Canada"
8688,"Snake Eyes","United States of America"
10153,"Sphere","United States of America"
153518,"The Angry Birds Movie","Finland"
153518,"The Angry Birds Movie","United States of America"
8676,"Fool's Gold","United States of America"
20829,"Funny People","United States of America"
4349,"The Kingdom","Germany"
4349,"The Kingdom","United States of America"
9718,"Talladega Nights: The Ballad of Ricky Bobby","United States of America"
10808,"Dr. Dolittle 2","United States of America"
197,"Braveheart","United States of America"
25,"Jarhead","Germany"
25,"Jarhead","United States of America"
35,"The Simpsons Movie","United States of America"
11086,"The Majestic","United States of America"
10477,"Driven","Australia"
10477,"Driven","Canada"
10477,"Driven","United States of America"
1997,"Two Brothers","France"
1997,"Two Brothers","United Kingdom"
6947,"The Village","United States of America"
3050,"Doctor Dolittle","United States of America"
2675,"Signs","United States of America"
809,"Shrek 2","United States of America"
920,"Cars","United States of America"
4806,"Runaway Bride","United States of America"
7451,"xXx","United States of America"
228165,"The SpongeBob Movie: Sponge Out of Water","United States of America"
3595,"Ransom","United States of America"
16869,"Inglourious Basterds","Germany"
16869,"Inglourious Basterds","United States of America"
879,"Hook","United States of America"
1573,"Die Hard 2","United States of America"
9257,"S.W.A.T.","United States of America"
1903,"Vanilla Sky","United States of America"
9697,"Lady in the Water","United States of America"
395,"AVP: Alien vs. Predator","Canada"
395,"AVP: Alien vs. Predator","Czech Republic"
395,"AVP: Alien vs. Predator","Germany"
395,"AVP: Alien vs. Predator","United Kingdom"
395,"AVP: Alien vs. Predator","United States of America"
23398,"Alvin and the Chipmunks: The Squeakquel","United States of America"
10590,"We Were Soldiers","Germany"
10590,"We Were Soldiers","United States of America"
117263,"Olympus Has Fallen","United States of America"
200,"Star Trek: Insurrection","United States of America"
44943,"Battle: Los Angeles","United States of America"
587,"Big Fish","United States of America"
10395,"Wolf","United States of America"
57212,"War Horse","United States of America"
152760,"The Monuments Men","Germany"
152760,"The Monuments Men","United States of America"
2756,"The Abyss","United States of America"
33909,"Wall Street: Money Never Sleeps","United States of America"
49017,"Dracula Untold","United States of America"
9882,"The Siege","United States of America"
2270,"Stardust","Iceland"
2270,"Stardust","United Kingdom"
2270,"Stardust","United States of America"
978,"Seven Years in Tibet","United States of America"
44564,"The Dilemma","United States of America"
3132,"Bad Company","United States of America"
8814,"Doom","Czech Republic"
8814,"Doom","Germany"
8814,"Doom","United Kingdom"
8814,"Doom","United States of America"
8427,"I Spy","United States of America"
52520,"Underworld: Awakening","United States of America"
80585,"Rock of Ages","United States of America"
10592,"Hart's War","United States of America"
49021,"Killer Elite","Australia"
49021,"Killer Elite","United States of America"
11535,"Rollerball","Germany"
11535,"Rollerball","Japan"
11535,"Rollerball","United States of America"
10550,"Ballistic: Ecks vs. Sever","Germany"
10550,"Ballistic: Ecks vs. Sever","United States of America"
11258,"Hard Rain","Denmark"
11258,"Hard Rain","France"
11258,"Hard Rain","New Zealand"
11258,"Hard Rain","United Kingdom"
11258,"Hard Rain","United States of America"
12610,"Osmosis Jones","United States of America"
59981,"Legends of Oz: Dorothy's Return","India"
59981,"Legends of Oz: Dorothy's Return","United States of America"
201088,"Blackhat","United States of America"
5137,"Sky Captain and the World of Tomorrow","United Kingdom"
5137,"Sky Captain and the World of Tomorrow","United States of America"
3093,"Basic Instinct 2","Germany"
3093,"Basic Instinct 2","United Kingdom"
3093,"Basic Instinct 2","United States of America"
107846,"Escape Plan","United States of America"
188207,"The Legend of Hercules","United States of America"
4614,"The Sum of All Fears","United States of America"
24021,"The Twilight Saga: Eclipse","United States of America"
11371,"The Score","Germany"
11371,"The Score","United States of America"
20352,"Despicable Me","United States of America"
11517,"Money Train","United States of America"
214756,"Ted 2","United States of America"
26428,"Agora","Spain"
9824,"Mystery Men","United States of America"
48988,"Hall Pass","United States of America"
9008,"The Insider","United States of America"
300673,"The Finest Hours","United States of America"
12113,"Body of Lies","United States of America"
12113,"Body of Lies","United Kingdom"
38778,"Dinner for Schmucks","United States of America"
72331,"Abraham Lincoln: Vampire Hunter","United States of America"
1844,"Entrapment","United Kingdom"
1844,"Entrapment","United States of America"
846,"The X Files","Canada"
846,"The X Files","United States of America"
9703,"The Last Legion","United Kingdom"
9703,"The Last Legion","Italy"
